departamento,codigo_departamento,municipio,codigo_municipio,poblacion,fecha,eventos,Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-07-17,1,2020-07-17,1202,32074,48,1350
PETEN,17,SAN BENITO,1703,52439,2020-07-17,1,2020-07-17,1202,32074,48,1350
SACATEPEQUEZ,3,PASTORES,303,19389,2020-07-17,1,2020-07-17,1202,32074,48,1350
ESCUINTLA,5,LA GOMERA,507,51024,2020-07-17,1,2020-07-17,1202,32074,48,1350
CHIMALTENANGO,4,EL TEJAR,416,22618,2020-07-17,1,2020-07-17,1202,32074,48,1350
IZABAL,18,LOS AMATES,1805,63841,2020-07-17,1,2020-07-17,1202,32074,48,1350
RETALHULEU,11,SANTA CRUZ MULUA,1103,15835,2020-07-17,1,2020-07-17,1202,32074,48,1350
ESCUINTLA,5,GUANAGAZAPA,508,17234,2020-07-17,1,2020-07-17,1202,32074,48,1350
SANTA ROSA,6,GUAZACAPAN,611,21906,2020-07-17,1,2020-07-17,1202,32074,48,1350
QUICHE,14,SACAPULAS,1416,54845,2020-07-17,1,2020-07-17,1202,32074,48,1350
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-18,20,2020-07-18,865,32939,54,1404
ESCUINTLA,5,PALIN,511,70118,2020-07-18,1,2020-07-18,865,32939,54,1404
CHIMALTENANGO,4,PATZUN,407,69560,2020-07-18,2,2020-07-18,865,32939,54,1404
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-18,3,2020-07-18,865,32939,54,1404
SACATEPEQUEZ,3,SAN BARTOLOME MILPAS ALTAS,307,8519,2020-07-18,1,2020-07-18,865,32939,54,1404
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-07-18,1,2020-07-18,865,32939,54,1404
ZACAPA,19,ZACAPA,1901,65730,2020-07-18,2,2020-07-18,865,32939,54,1404
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-18,4,2020-07-18,865,32939,54,1404
GUATEMALA,1,MIXCO,108,494561,2020-07-18,8,2020-07-18,865,32939,54,1404
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-18,2,2020-07-18,865,32939,54,1404
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-18,2,2020-07-18,865,32939,54,1404
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-18,1,2020-07-18,865,32939,54,1404
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-18,1,2020-07-18,865,32939,54,1404
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-18,3,2020-07-18,865,32939,54,1404
GUATEMALA,1,AMATITLAN,114,147604,2020-07-18,1,2020-07-18,865,32939,54,1404
QUETZALTENANGO,9,ALMOLONGA,913,16679,2020-07-18,1,2020-07-18,865,32939,54,1404
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-18,1,2020-07-18,865,32939,54,1404
SACATEPEQUEZ,3,SANTO DOMINGO XENACOJ,305,14121,2020-07-18,1,2020-07-18,865,32939,54,1404
SAN MARCOS,12,SAN MARCOS,1201,48644,2020-07-18,1,2020-07-18,865,32939,54,1404
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-07-18,1,2020-07-18,865,32939,54,1404
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-18,1,2020-07-18,865,32939,54,1404
QUETZALTENANGO,9,LA ESPERANZA,923,24199,2020-07-18,1,2020-07-18,865,32939,54,1404
IZABAL,18,LIVINGSTON,1802,79360,2020-07-18,1,2020-07-18,865,32939,54,1404
SUCHITEPEQUEZ,10,SANTO DOMINGO SUCHITEPEQUEZ,1006,48188,2020-07-18,1,2020-07-18,865,32939,54,1404
ESCUINTLA,5,LA GOMERA,507,51024,2020-07-18,1,2020-07-18,865,32939,54,1404
ESCUINTLA,5,TIQUISATE,506,62895,2020-07-18,1,2020-07-18,865,32939,54,1404
ZACAPA,19,TECULUTAN,1905,20032,2020-07-18,1,2020-07-18,865,32939,54,1404
GUATEMALA,1,SAN RAYMUNDO,111,38386,2020-07-18,1,2020-07-18,865,32939,54,1404
ZACAPA,19,GUALAN,1904,49410,2020-07-18,1,2020-07-18,865,32939,54,1404
TOTONICAPAN,8,MOMOSTENANGO,805,136909,2020-07-18,1,2020-07-18,865,32939,54,1404
SAN MARCOS,12,EL RODEO,1214,19080,2020-07-18,1,2020-07-18,865,32939,54,1404
CHIQUIMULA,20,JOCOTAN,2004,73093,2020-07-18,1,2020-07-18,865,32939,54,1404
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-19,13,2020-07-19,870,33809,39,1443
ESCUINTLA,5,PALIN,511,70118,2020-07-19,1,2020-07-19,870,33809,39,1443
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-19,3,2020-07-19,870,33809,39,1443
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-19,1,2020-07-19,870,33809,39,1443
SACATEPEQUEZ,3,SAN BARTOLOME MILPAS ALTAS,307,8519,2020-07-19,1,2020-07-19,870,33809,39,1443
ZACAPA,19,ZACAPA,1901,65730,2020-07-19,1,2020-07-19,870,33809,39,1443
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-19,4,2020-07-19,870,33809,39,1443
GUATEMALA,1,MIXCO,108,494561,2020-07-19,1,2020-07-19,870,33809,39,1443
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-19,1,2020-07-19,870,33809,39,1443
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-19,3,2020-07-19,870,33809,39,1443
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-19,4,2020-07-19,870,33809,39,1443
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-19,1,2020-07-19,870,33809,39,1443
GUATEMALA,1,AMATITLAN,114,147604,2020-07-19,3,2020-07-19,870,33809,39,1443
ESCUINTLA,5,MASAGUA,505,47441,2020-07-19,2,2020-07-19,870,33809,39,1443
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-19,2,2020-07-19,870,33809,39,1443
SAN MARCOS,12,AYUTLA,1217,45434,2020-07-19,1,2020-07-19,870,33809,39,1443
QUETZALTENANGO,9,SAN JUAN OSTUNCALCO,909,60791,2020-07-19,1,2020-07-19,870,33809,39,1443
PETEN,17,SAN BENITO,1703,52439,2020-07-19,1,2020-07-19,870,33809,39,1443
SACATEPEQUEZ,3,SAN ANTONIO AGUAS CALIENTES,315,12438,2020-07-19,1,2020-07-19,870,33809,39,1443
CHIMALTENANGO,4,PARRAMOS,414,19693,2020-07-19,1,2020-07-19,870,33809,39,1443
ALTA VERAPAZ,16,COBAN,1601,224109,2020-07-19,1,2020-07-19,870,33809,39,1443
HUEHUETENANGO,13,LA DEMOCRACIA,1312,59788,2020-07-19,1,2020-07-19,870,33809,39,1443
RETALHULEU,11,SANTA CRUZ MULUA,1103,15835,2020-07-19,1,2020-07-19,870,33809,39,1443
SOLOLA,7,SAN PEDRO LA LAGUNA,718,11600,2020-07-19,1,2020-07-19,870,33809,39,1443
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-20,23,2020-07-20,4233,38042,6,1449
EL PROGRESO,2,SAN AGUSTIN ACASAGUASTLAN,203,54588,2020-07-20,2,2020-07-20,4233,38042,6,1449
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-20,4,2020-07-20,4233,38042,6,1449
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,MIXCO,108,494561,2020-07-20,6,2020-07-20,4233,38042,6,1449
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-20,2,2020-07-20,4233,38042,6,1449
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-20,5,2020-07-20,4233,38042,6,1449
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-20,2,2020-07-20,4233,38042,6,1449
SACATEPEQUEZ,3,SANTIAGO SACATEPEQUEZ,306,36409,2020-07-20,1,2020-07-20,4233,38042,6,1449
ESCUINTLA,5,MASAGUA,505,47441,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,SAN PEDRO AYAMPUC,107,65594,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,SAN JOSE PINULA,103,87912,2020-07-20,2,2020-07-20,4233,38042,6,1449
SUCHITEPEQUEZ,10,SAN PABLO JOCOPILAS,1009,22048,2020-07-20,1,2020-07-20,4233,38042,6,1449
ESCUINTLA,5,PUERTO DE SAN JOSE,509,66314,2020-07-20,1,2020-07-20,4233,38042,6,1449
SACATEPEQUEZ,3,SAN ANTONIO AGUAS CALIENTES,315,12438,2020-07-20,1,2020-07-20,4233,38042,6,1449
SUCHITEPEQUEZ,10,SANTO DOMINGO SUCHITEPEQUEZ,1006,48188,2020-07-20,1,2020-07-20,4233,38042,6,1449
QUETZALTENANGO,9,CANTEL,914,45229,2020-07-20,2,2020-07-20,4233,38042,6,1449
TOTONICAPAN,8,MOMOSTENANGO,805,136909,2020-07-20,1,2020-07-20,4233,38042,6,1449
TOTONICAPAN,8,SAN ANDRES XECUL,804,29356,2020-07-20,1,2020-07-20,4233,38042,6,1449
QUETZALTENANGO,9,SAN MARTIN SACATEPEQUEZ,912,32771,2020-07-20,1,2020-07-20,4233,38042,6,1449
QUETZALTENANGO,9,SAN MATEO,910,8658,2020-07-20,1,2020-07-20,4233,38042,6,1449
HUEHUETENANGO,13,SAN RAFAEL PETZAL,1328,12330,2020-07-20,1,2020-07-20,4233,38042,6,1449
JALAPA,21,SAN PEDRO PINULA,2102,76020,2020-07-20,1,2020-07-20,4233,38042,6,1449
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-21,13,2020-07-21,997,39039,53,1502
ESCUINTLA,5,PALIN,511,70118,2020-07-21,1,2020-07-21,997,39039,53,1502
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-21,1,2020-07-21,997,39039,53,1502
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-21,1,2020-07-21,997,39039,53,1502
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-07-21,1,2020-07-21,997,39039,53,1502
SUCHITEPEQUEZ,10,SAN ANTONIO SUCHITEPEQUEZ,1010,64441,2020-07-21,1,2020-07-21,997,39039,53,1502
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-21,3,2020-07-21,997,39039,53,1502
GUATEMALA,1,MIXCO,108,494561,2020-07-21,5,2020-07-21,997,39039,53,1502
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-21,1,2020-07-21,997,39039,53,1502
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-21,1,2020-07-21,997,39039,53,1502
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-21,1,2020-07-21,997,39039,53,1502
SUCHITEPEQUEZ,10,MAZATENANGO,1001,83448,2020-07-21,2,2020-07-21,997,39039,53,1502
SACATEPEQUEZ,3,SUMPANGO,304,45249,2020-07-21,1,2020-07-21,997,39039,53,1502
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-21,1,2020-07-21,997,39039,53,1502
SANTA ROSA,6,NUEVA SANTA ROSA,614,38981,2020-07-21,1,2020-07-21,997,39039,53,1502
BAJA VERAPAZ,15,RABINAL,1503,45937,2020-07-21,1,2020-07-21,997,39039,53,1502
GUATEMALA,1,SAN PEDRO AYAMPUC,107,65594,2020-07-21,1,2020-07-21,997,39039,53,1502
SOLOLA,7,SOLOLA,701,98886,2020-07-21,1,2020-07-21,997,39039,53,1502
GUATEMALA,1,SAN JOSE PINULA,103,87912,2020-07-21,1,2020-07-21,997,39039,53,1502
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-21,2,2020-07-21,997,39039,53,1502
SAN MARCOS,12,CATARINA,1216,32104,2020-07-21,1,2020-07-21,997,39039,53,1502
SACATEPEQUEZ,3,SAN MIGUEL DUEÑAS,313,15231,2020-07-21,1,2020-07-21,997,39039,53,1502
SAN MARCOS,12,EL TUMBADOR,1213,51299,2020-07-21,1,2020-07-21,997,39039,53,1502
ESCUINTLA,5,TIQUISATE,506,62895,2020-07-21,1,2020-07-21,997,39039,53,1502
ZACAPA,19,TECULUTAN,1905,20032,2020-07-21,1,2020-07-21,997,39039,53,1502
SANTA ROSA,6,GUAZACAPAN,611,21906,2020-07-21,1,2020-07-21,997,39039,53,1502
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-22,21,2020-07-22,1190,40229,29,1531
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-22,3,2020-07-22,1190,40229,29,1531
ZACAPA,19,ZACAPA,1901,65730,2020-07-22,1,2020-07-22,1190,40229,29,1531
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-22,6,2020-07-22,1190,40229,29,1531
GUATEMALA,1,MIXCO,108,494561,2020-07-22,5,2020-07-22,1190,40229,29,1531
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-22,3,2020-07-22,1190,40229,29,1531
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-22,2,2020-07-22,1190,40229,29,1531
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-22,2,2020-07-22,1190,40229,29,1531
GUATEMALA,1,AMATITLAN,114,147604,2020-07-22,3,2020-07-22,1190,40229,29,1531
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-07-22,1,2020-07-22,1190,40229,29,1531
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-22,1,2020-07-22,1190,40229,29,1531
RETALHULEU,11,RETALHULEU,1101,108405,2020-07-22,1,2020-07-22,1190,40229,29,1531
BAJA VERAPAZ,15,RABINAL,1503,45937,2020-07-22,1,2020-07-22,1190,40229,29,1531
JUTIAPA,22,JUTIAPA,2201,163665,2020-07-22,1,2020-07-22,1190,40229,29,1531
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-22,1,2020-07-22,1190,40229,29,1531
SAN MARCOS,12,AYUTLA,1217,45434,2020-07-22,1,2020-07-22,1190,40229,29,1531
HUEHUETENANGO,13,CHIANTLA,1302,91954,2020-07-22,1,2020-07-22,1190,40229,29,1531
PETEN,17,SAN BENITO,1703,52439,2020-07-22,1,2020-07-22,1190,40229,29,1531
SUCHITEPEQUEZ,10,SAN FRANCISCO ZAPOTITLAN,1003,24289,2020-07-22,1,2020-07-22,1190,40229,29,1531
CHIMALTENANGO,4,EL TEJAR,416,22618,2020-07-22,1,2020-07-22,1190,40229,29,1531
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-07-22,1,2020-07-22,1190,40229,29,1531
ZACAPA,19,GUALAN,1904,49410,2020-07-22,1,2020-07-22,1190,40229,29,1531
SAN MARCOS,12,CONCEPCION TUTUAPA,1206,82876,2020-07-22,1,2020-07-22,1190,40229,29,1531
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-23,10,2020-07-23,906,41135,42,1573
ESCUINTLA,5,PALIN,511,70118,2020-07-23,1,2020-07-23,906,41135,42,1573
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-23,2,2020-07-23,906,41135,42,1573
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-07-23,1,2020-07-23,906,41135,42,1573
ZACAPA,19,ZACAPA,1901,65730,2020-07-23,1,2020-07-23,906,41135,42,1573
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-23,3,2020-07-23,906,41135,42,1573
GUATEMALA,1,MIXCO,108,494561,2020-07-23,3,2020-07-23,906,41135,42,1573
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-23,4,2020-07-23,906,41135,42,1573
CHIQUIMULA,20,CHIQUIMULA,2001,117014,2020-07-23,2,2020-07-23,906,41135,42,1573
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-23,1,2020-07-23,906,41135,42,1573
GUATEMALA,1,AMATITLAN,114,147604,2020-07-23,1,2020-07-23,906,41135,42,1573
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-07-23,1,2020-07-23,906,41135,42,1573
SACATEPEQUEZ,3,SANTO DOMINGO XENACOJ,305,14121,2020-07-23,1,2020-07-23,906,41135,42,1573
BAJA VERAPAZ,15,RABINAL,1503,45937,2020-07-23,1,2020-07-23,906,41135,42,1573
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-23,1,2020-07-23,906,41135,42,1573
SAN MARCOS,12,OCOS,1218,12573,2020-07-23,1,2020-07-23,906,41135,42,1573
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-07-23,1,2020-07-23,906,41135,42,1573
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-23,1,2020-07-23,906,41135,42,1573
IZABAL,18,LIVINGSTON,1802,79360,2020-07-23,1,2020-07-23,906,41135,42,1573
SANTA ROSA,6,BARBERENA,602,60376,2020-07-23,1,2020-07-23,906,41135,42,1573
EL PROGRESO,2,GUASTATOYA,201,27001,2020-07-23,1,2020-07-23,906,41135,42,1573
SACATEPEQUEZ,3,SAN MIGUEL DUEÑAS,313,15231,2020-07-23,1,2020-07-23,906,41135,42,1573
RETALHULEU,11,SAN ANDRES VILLA SECA,1106,55133,2020-07-23,1,2020-07-23,906,41135,42,1573
SACATEPEQUEZ,3,JOCOTENANGO,302,23160,2020-07-23,2,2020-07-23,906,41135,42,1573
QUETZALTENANGO,9,COLOMBA,917,55290,2020-07-23,1,2020-07-23,906,41135,42,1573
ZACAPA,19,HUITE,1910,11948,2020-07-23,1,2020-07-23,906,41135,42,1573
SOLOLA,7,SAN LUCAS TOLIMAN,713,31581,2020-07-23,1,2020-07-23,906,41135,42,1573
SAN MARCOS,12,EL QUETZAL,1220,25475,2020-07-23,1,2020-07-23,906,41135,42,1573
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-24,18,2020-07-24,1057,42192,59,1632
GUATEMALA,1,FRAIJANES,113,61664,2020-07-24,1,2020-07-24,1057,42192,59,1632
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-24,3,2020-07-24,1057,42192,59,1632
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-24,3,2020-07-24,1057,42192,59,1632
GUATEMALA,1,MIXCO,108,494561,2020-07-24,2,2020-07-24,1057,42192,59,1632
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-24,2,2020-07-24,1057,42192,59,1632
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-24,2,2020-07-24,1057,42192,59,1632
CHIQUIMULA,20,CHIQUIMULA,2001,117014,2020-07-24,1,2020-07-24,1057,42192,59,1632
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-24,2,2020-07-24,1057,42192,59,1632
GUATEMALA,1,AMATITLAN,114,147604,2020-07-24,2,2020-07-24,1057,42192,59,1632
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-07-24,1,2020-07-24,1057,42192,59,1632
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-24,1,2020-07-24,1057,42192,59,1632
SANTA ROSA,6,NUEVA SANTA ROSA,614,38981,2020-07-24,1,2020-07-24,1057,42192,59,1632
QUICHE,14,CHICHICASTENANGO,1406,148943,2020-07-24,2,2020-07-24,1057,42192,59,1632
ESCUINTLA,5,LA DEMOCRACIA,503,25479,2020-07-24,1,2020-07-24,1057,42192,59,1632
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-24,1,2020-07-24,1057,42192,59,1632
ESCUINTLA,5,NUEVA CONCEPCION,513,80234,2020-07-24,1,2020-07-24,1057,42192,59,1632
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-24,1,2020-07-24,1057,42192,59,1632
SUCHITEPEQUEZ,10,SAN PABLO JOCOPILAS,1009,22048,2020-07-24,1,2020-07-24,1057,42192,59,1632
SAN MARCOS,12,AYUTLA,1217,45434,2020-07-24,1,2020-07-24,1057,42192,59,1632
EL PROGRESO,2,GUASTATOYA,201,27001,2020-07-24,1,2020-07-24,1057,42192,59,1632
TOTONICAPAN,8,SAN FRANCISCO EL ALTO,803,64224,2020-07-24,1,2020-07-24,1057,42192,59,1632
SACATEPEQUEZ,3,JOCOTENANGO,302,23160,2020-07-24,1,2020-07-24,1057,42192,59,1632
CHIMALTENANGO,4,PARRAMOS,414,19693,2020-07-24,1,2020-07-24,1057,42192,59,1632
SUCHITEPEQUEZ,10,SAN FRANCISCO ZAPOTITLAN,1003,24289,2020-07-24,1,2020-07-24,1057,42192,59,1632
QUETZALTENANGO,9,COLOMBA,917,55290,2020-07-24,1,2020-07-24,1057,42192,59,1632
ALTA VERAPAZ,16,CHISEC,1613,104428,2020-07-24,2,2020-07-24,1057,42192,59,1632
SAN MARCOS,12,EL TUMBADOR,1213,51299,2020-07-24,1,2020-07-24,1057,42192,59,1632
HUEHUETENANGO,13,HUEHUETENANGO,1301,129232,2020-07-24,1,2020-07-24,1057,42192,59,1632
RETALHULEU,11,NUEVO SAN CARLOS,1108,41552,2020-07-24,1,2020-07-24,1057,42192,59,1632
HUEHUETENANGO,13,COLOTENANGO,1319,43622,2020-07-24,1,2020-07-24,1057,42192,59,1632
CHIMALTENANGO,4,SAN MARTIN JILOTEPEQUE,403,92103,2020-07-24,1,2020-07-24,1057,42192,59,1632
QUETZALTENANGO,9,SAN FRANCISCO LA UNION,918,9361,2020-07-24,1,2020-07-24,1057,42192,59,1632
HUEHUETENANGO,13,SAN ILDELFONSO IXTAHUACAN,1309,54382,2020-07-24,1,2020-07-24,1057,42192,59,1632
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-25,15,2020-07-25,1091,43283,37,1669
EL PROGRESO,2,SAN AGUSTIN ACASAGUASTLAN,203,54588,2020-07-25,1,2020-07-25,1091,43283,37,1669
CHIMALTENANGO,4,PATZUN,407,69560,2020-07-25,1,2020-07-25,1091,43283,37,1669
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-25,2,2020-07-25,1091,43283,37,1669
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-25,3,2020-07-25,1091,43283,37,1669
TOTONICAPAN,8,TOTONICAPAN,801,117483,2020-07-25,1,2020-07-25,1091,43283,37,1669
ZACAPA,19,ZACAPA,1901,65730,2020-07-25,1,2020-07-25,1091,43283,37,1669
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-25,3,2020-07-25,1091,43283,37,1669
GUATEMALA,1,MIXCO,108,494561,2020-07-25,6,2020-07-25,1091,43283,37,1669
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-25,1,2020-07-25,1091,43283,37,1669
CHIQUIMULA,20,CHIQUIMULA,2001,117014,2020-07-25,1,2020-07-25,1091,43283,37,1669
PETEN,17,FLORES,1701,43067,2020-07-25,1,2020-07-25,1091,43283,37,1669
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-25,3,2020-07-25,1091,43283,37,1669
SAN MARCOS,12,MALACATAN,1215,108134,2020-07-25,1,2020-07-25,1091,43283,37,1669
GUATEMALA,1,AMATITLAN,114,147604,2020-07-25,1,2020-07-25,1091,43283,37,1669
SUCHITEPEQUEZ,10,SAN GABRIEL,1012,7945,2020-07-25,1,2020-07-25,1091,43283,37,1669
SAN MARCOS,12,SAN MARCOS,1201,48644,2020-07-25,1,2020-07-25,1091,43283,37,1669
GUATEMALA,1,SANTA CATARINA PINULA,102,86150,2020-07-25,1,2020-07-25,1091,43283,37,1669
QUETZALTENANGO,9,CONCEPCION CHIQUIRICHAPA,911,20245,2020-07-25,1,2020-07-25,1091,43283,37,1669
JUTIAPA,22,JUTIAPA,2201,163665,2020-07-25,1,2020-07-25,1091,43283,37,1669
SACATEPEQUEZ,3,MAGDALENA MILPAS ALTAS,310,12674,2020-07-25,1,2020-07-25,1091,43283,37,1669
SAN MARCOS,12,SAN PEDRO SACATEPEQUEZ,1202,84350,2020-07-25,1,2020-07-25,1091,43283,37,1669
ALTA VERAPAZ,16,COBAN,1601,224109,2020-07-25,1,2020-07-25,1091,43283,37,1669
GUATEMALA,1,SAN RAYMUNDO,111,38386,2020-07-25,1,2020-07-25,1091,43283,37,1669
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-26,12,2020-07-26,1209,44492,30,1699
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-26,3,2020-07-26,1209,44492,30,1699
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-26,1,2020-07-26,1209,44492,30,1699
GUATEMALA,1,MIXCO,108,494561,2020-07-26,1,2020-07-26,1209,44492,30,1699
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-26,2,2020-07-26,1209,44492,30,1699
QUETZALTENANGO,9,QUETZALTENANGO,901,196867,2020-07-26,2,2020-07-26,1209,44492,30,1699
GUATEMALA,1,SAN MIGUEL PETAPA,117,145417,2020-07-26,2,2020-07-26,1209,44492,30,1699
GUATEMALA,1,SAN JUAN SACATEPEQUEZ,110,276836,2020-07-26,3,2020-07-26,1209,44492,30,1699
GUATEMALA,1,CHINAUTLA,106,121721,2020-07-26,1,2020-07-26,1209,44492,30,1699
RETALHULEU,11,SAN FELIPE,1105,26191,2020-07-26,1,2020-07-26,1209,44492,30,1699
CHIMALTENANGO,4,CHIMALTENANGO,401,112778,2020-07-26,2,2020-07-26,1209,44492,30,1699
JUTIAPA,22,JUTIAPA,2201,163665,2020-07-26,1,2020-07-26,1209,44492,30,1699
QUETZALTENANGO,9,COATEPEQUE,920,117579,2020-07-26,1,2020-07-26,1209,44492,30,1699
SAN MARCOS,12,CATARINA,1216,32104,2020-07-26,1,2020-07-26,1209,44492,30,1699
SAN MARCOS,12,AYUTLA,1217,45434,2020-07-26,1,2020-07-26,1209,44492,30,1699
SANTA ROSA,6,CUILAPA,601,46489,2020-07-26,2,2020-07-26,1209,44492,30,1699
IZABAL,18,MORALES,1804,106156,2020-07-26,1,2020-07-26,1209,44492,30,1699
SUCHITEPEQUEZ,10,PATULUL,1014,41984,2020-07-26,1,2020-07-26,1209,44492,30,1699
GUATEMALA,1,SAN RAYMUNDO,111,38386,2020-07-26,1,2020-07-26,1209,44492,30,1699
SACATEPEQUEZ,3,SAN LUCAS SACATEPEQUEZ,308,28445,2020-07-27,1,2020-07-27,561,45053,35,1734
GUATEMALA,1,GUATEMALA,101,1205668,2020-07-27,13,2020-07-27,561,45053,35,1734
GUATEMALA,1,FRAIJANES,113,61664,2020-07-27,1,2020-07-27,561,45053,35,1734
ESCUINTLA,5,ESCUINTLA,501,166078,2020-07-27,1,2020-07-27,561,45053,35,1734
SACATEPEQUEZ,3,ANTIGUA GUATEMALA,301,58338,2020-07-27,1,2020-07-27,561,45053,35,1734
SUCHITEPEQUEZ,10,SAN ANTONIO SUCHITEPEQUEZ,1010,64441,2020-07-27,1,2020-07-27,561,45053,35,1734
ZACAPA,19,ZACAPA,1901,65730,2020-07-27,1,2020-07-27,561,45053,35,1734
GUATEMALA,1,VILLA NUEVA,115,464528,2020-07-27,5,2020-07-27,561,45053,35,1734
GUATEMALA,1,MIXCO,108,494561,2020-07-27,3,2020-07-27,561,45053,35,1734
ESCUINTLA,5,SANTA LUCIA COTZUMALGUAPA,502,123979,2020-07-27,1,2020-07-27,561,45053,35,1734
GUATEMALA,1,VILLA CANALES,116,165026,2020-07-27,1,2020-07-27,561,45053,35,1734
IZABAL,18,PUERTO BARRIOS,1801,109753,2020-07-27,2,2020-07-27,561,45053,35,1734
